Αφρική	Afrika
Αντρέ Μπρετόν	André Breton
Καμπύλη	Kromme
Πανεπιστήμιο του Βύρτσμπουργκ	Julius Maximilians-Universiteit
Ντζανκόι	Dzjankoj
Α΄ Μακκαβαίων	1 Makkabeeën
Κρασνοπερεκόπσκ	Krasnoperekopsk
Πολ Άλεν	Paul Allen
Επαρχία Τολιάρα	Toliara (provincie)
Λιστ	List
Σημαία της Βοσνίας και Ερζεγοβίνης	Vlag van Bosnië en Herzegovina
Εουσέμπιο	Eusébio (voetballer)
Εθνόσημο της Αλβανίας	Wapen van Albanië
Σημαία της Αιθιοπίας	Vlag van Ethiopië
Πάπας Φήλιξ Δ΄	Paus Felix III (IV)
Θρησκειορνιθίδαι	Ibissen en lepelaars
Πάπας Μιλτιάδης	Paus Miltiades
Πάπας Βενέδικτος Η΄	Paus Benedictus VIII
Υδροχόος (αστρολογία)	Waterman (astrologie)
Πάπας Γελάσιος Α΄	Paus Gelasius I
Νεοπλατωνισμός	Neoplatonisme
Ίων ο Χίος	Ion (schrijver)
Μεσόσφαιρα	Mesosfeer (atmosfeer)
Πριγκίπισσα Ελένη της Ελλάδας και της Δανίας	Helena van Griekenland
Νίκι Μινάζ	Nicki Minaj
Ιονόσφαιρα	Ionosfeer
Berserk	Berserk (manga)
Ήρωας	Held
Ο Εξολοθρευτής	The Terminator
Τζέφερσον Ντέηβις	Jefferson Davis
Κουόπιο	Kuopio
Μάχη του Κιέβου	Slag om Kiev (1941)
Ρωμαϊκό Δίκαιο	Romeins recht
1. ΦΚ Λοκομοτίβ Λειψίας	1. FC Lokomotive Leipzig
Αψίδα του Σεπτίμιου Σεβήρου	Boog van Septimius Severus
Βαλκανική Εκστρατεία	Balkanveldtocht
Οι Μάγισσες	Charmed (televisieserie)
Γραμματικό γένος	Geslacht (taalkunde)
Τόνι Κέρτις	Tony Curtis
1. ΦΚ Σβάινφουρτ 05	1. FC Schweinfurt 05
Άνοιξη της Πράγας	Praagse Lente
1. ΦΚ Τάτραν Πρέσοβ	1. FC Tatran Prešov
Σύρτη	Sirte
Αλλαχαμπάντ	Allahabad (stad)
ΦΚ Ντρνόβιτσε	FK Drnovice
1. ΦΚ Πρίμπραμ	1. FK Příbram
Κατάλογος του Κέχελ	Köchelverzeichnis
Μάαμε	Maamme (Vårt land)
Κόλιν Φερθ	Colin Firth
Εμποροκρατία	Mercantilisme
Πρωτάθλημα Εθνικής Ποδοσφαιρικής Ένωσης	Eerste divisie (voetbal Rusland)
Μωάμεθ ΣΤ΄	Mehmet VI
Οσκεμέν	Öskemen
Ογκολογία	Oncologie
Υπέρηχος	Ultrageluid
Πάπας Ζώσιμος	Paus Zosimus
Dream Theater	Dream Theater
Βραχιόνιο οστό	Opperarmbeen
Πρωτάθλημα Κροατίας ποδοσφαίρου ανδρών	1. Hrvatska Nogometna Liga
Αλγεβρικό στοιχείο	Algebraïsch element
Καρθαγένη	Cartagena (Spanje)
Επαρχίες της Ισπανίας	Provincies van Spanje
Γλυκόλυση	Glycolyse
Νευροδιαβιβαστής	Neurotransmitter
Στάση του Νίκα	Nika-oproer
Όραση	Zien
Κάρι, Έκρηξη Οργής (ταινία 1976)	Carrie (1976)
Διάτομα	Diatomeeën
Σημαία της Υεμένης	Vlag van Jemen
Νεοφιλελευθερισμός	Neoliberalisme
Braveheart	Braveheart (1995)
Γραμμή Μαζινό	Maginotlinie
Σοφί Μαρσό	Sophie Marceau
Εβελίνε Βίντμερ-Σλουμφ	Eveline Widmer-Schlumpf
Προσωπικός ψηφιακός οδηγός	Personal digital assistant
Σημαία του Ιράκ	Vlag van Irak
Πορτ Αντόνιο	Port Antonio
Σημαία της Τυνησίας	Vlag van Tunesië
Πήγασος (μυθολογία)	Pegasus (mythologie)
Άγιο Δισκοπότηρο	Heilige graal
Αικατερίνη της Αραγονίας	Catharina van Aragon
Σαρμάτες	Sarmaten
Νιτρογλυκερίνη	Nitroglycerine
Μαυσωλείο	Mausoleum
Ευκλείδεια γεωμετρία	Euclidische meetkunde
Τσαρλς Τόμσον Ρις Γουίλσον	Charles Thomson Rees Wilson
Ηλεκτρολύτης	Elektrolyt
Σφραγίδα	Zegel (oorkonde)
Τίρο Φεδεράλ	CA Tiro Federal Argentino
Μείωση (βιολογία)	Meiose
Αμαλιάδα	Amaliada
Ντένβερ Νάγκετς	Denver Nuggets
Μπλέικ Λάιβλι	Blake Lively
Πάπας Ευτυχιανός	Paus Eutychianus
Σημαία του Μαυροβουνίου	Vlag van Montenegro
Κλίβελαντ Καβαλίερς	Cleveland Cavaliers
Σημαία της Καμπότζης	Vlag van Cambodja
Σημαία της Κούβας	Vlag van Cuba
Ίνγκριντ της Σουηδίας	Ingrid van Zweden
Μασσάι	Masaï (volk)
Πλάτανος	Plataan
Ψυχώ	Psycho
Γάιος Βαλέριος Κάτουλλος	Gaius Valerius Catullus
Πετρολογία	Petrologie
Σαιν-Μαλό	Saint-Malo
Primal Fear	Primal Fear (band)
Μαργκερίτ Γιουρσενάρ	Marguerite Yourcenar
Σάντρο Σαλβαντόρε	Sandro Salvadore
Διάχυση	Diffusie
Διεθνής Εκκλησία του Τετραγωνικού Ευαγγελίου	International Church of the Foursquare Gospel
Σόνια Γκάντι	Sonia Gandhi
Τζέσικα Μπίελ	Jessica Biel
Ο Ξένος	De vreemdeling
Μηχανή Τούρινγκ	Turingmachine
Λεγεώνα	Legioen
Χαναάν	Kanaän (gebied)
Σημαία της Δημοκρατίας του Κονγκό	Vlag van Congo-Brazzaville
Τέσλα (μονάδα μέτρησης)	Tesla (eenheid)
Ένωση Υπέρ της Πατρίδας και της Δημοκρατίας	Isamaa ja Res Publica Liit
Ανρί (μονάδα μέτρησης)	Henry (eenheid)
Έζρα Πάουντ	Ezra Pound
Σιφώνιο	Pipet
Post Office Protocol	Post Office Protocol
Γουίλλιαμ Μπράντφορντ Σόκλεϋ	William Shockley
Άγιος Μηνάς	Menas van Alexandrië
Prolog	Prolog
Σάρλοτ Μπόμπκατς	Charlotte Bobcats
Σιδώνα	Sidon
Πλοίαρχος	Kapitein-ter-zee
Πάπας Σίξτος Δ΄	Paus Sixtus IV
Πέμπερχολμ	Peberholm
Τεφρός καρχαρίας	Grijze rifhaai
Λοκομοτίβ Μπέλγκοροντ	VK Belogorje Belgorod
Εθνική Αυστρίας (ποδόσφαιρο ανδρών)	Oostenrijks voetbalelftal
Φρανσουά Ζεράρ	François Gérard
Εθνική Ιρλανδίας (ποδόσφαιρο ανδρών)	Iers voetbalelftal
Μαύρη λίστα (ταινία)	Zwartboek (film)
Άννα της Αυστρίας (1528-1590)	Anna van Oostenrijk (1528-1590)
Πάβελ Κόχουτ	Pavel Kohout
Axel Springer AG	Axel Springer SE
ΚΟΥΚΑ	KUKA
Βραβεία Nickelodeon Kids' Choice	Nickelodeon Kids' Choice Awards
Συνθήκη Αλχεθίρας	Internationale conventie te Algeciras
Τενορίτης	Tenoriet
Χένσελ	Henschel
Άνγκορ (περιοχή)	Angkor (stad)
Ριζάρι	Meekrap
DDT	Dichloordifenyltrichloorethaan
Οχιά	Adders
Πέπε Ρέινα	José Manuel Reina
Βασιλική (αρχιτεκτονική)	Basiliek
Σάτυροι	Satyr
Πακώρος Β΄ της Παρθίας	Pacorus II
Πτυχίο	Bachelor
Ανακωχή των Χριστουγέννων	Kerstbestanden
Μη κερδοσκοπική οργάνωση	Non-profit
Σημαία της Μιανμάρ	Vlag van Myanmar
Όρος Βίνσεν	Vinsonmassief
Ζίου Ζίτσου	Jiujitsu
Μεσαιωνική μουσική	Middeleeuwse muziek
Πρωτάθλημα ποδοσφαίρου Γιουγκοσλαβίας	Prva Liga (voetbal Joegoslavië)
Πάπας Βενέδικτος Β΄	Paus Benedictus II
Φάιτ Στος	Veit Stoss
Volvo	AB Volvo
Δυναστεία Κομνηνών	Komnenen
Σίλικον Βάλλεϋ	Silicon Valley
Πλήκτρα	Synthesizer
Σημαία της Σερβίας	Vlag van Servië
Ilyushin Il-38	Iljoesjin Il-38
Κόπαβογκουρ	Kópavogsbær
Σκορβούτο	Scheurbuik
Οι Ομπρέλες του Χερβούργου	Les Parapluies de Cherbourg
Ο Σκοτεινός Ιππότης	The Dark Knight
Μεγαλόδοντας	Megalodon
Πασχαλινά αβγά	Paasei
Νύχτα του Αγίου Βαρθολομαίου	Bartholomeusnacht
Άδωνις	Adonis (mythologie)
Κομμουνιστική Διεθνής	Komintern
Δρούζοι	Druzen
Ράφαελ Φαν ντερ Φάαρτ	Rafael van der Vaart
Θύμος αδένας	Thymus (orgaan)
Arch Enemy	Arch Enemy
Emirates Stadium	Emirates Stadium
Αλεξάντρ Μποροντίν	Aleksandr Borodin
Ταύρος (αστρολογία)	Stier (astrologie)
Κύπελλο ΟΥΕΦΑ 1977-1978	UEFA Cup 1977/78
Στάδιο Σαντιάγο Μπερναμπέου	Estadio Santiago Bernabéu
Ζοζέπ Γκουαρδιόλα	Josep Guardiola
Αλεξάντερ Πόουπ	Alexander Pope
Πλατεία Τιενανμέν	Plein van de Hemelse Vrede
Ελένη (μυθολογία)	Helena (mythologie)
Χάττες	Chatten (volk)
Βασίλειο του Ανόβερου	Koninkrijk Hannover
Εθνική Μεξικού (ποδόσφαιρο ανδρών)	Mexicaans voetbalelftal
Ένας Υπέροχος Άνθρωπος	A Beautiful Mind
Μαρκ Γουόλμπεργκ	Mark Wahlberg
Γιάιμα	Llaima
Εθνική ΗΠΑ (ποδόσφαιρο ανδρών)	Amerikaans voetbalelftal
Προτεκτοράτο	Protectoraat
Παλάτι της Βουλής, Βουκουρέστι	Parlementspaleis
Λυκόφως	Schemering
Φοίνιξ Σανς	Phoenix Suns
Μουσικολογία	Musicologie
Καβασάκι (πόλη)	Kawasaki (stad)
Μερ Χαϊρενίκ	Mer Hayrenik
Τζιμ Ντάγκαν	Jim Duggan
Αιγόκερως (αστρολογία)	Steenbok (astrologie)
Λουκάς Παπαδήμος	Loukas Papadimos
Αγία Άννα	Anna (heilige)
Πελαργόνιο το βαρύοσμο	Rozenpelargonium
Δυαδική πράξη	Binaire operatie
Νόμος των συνημιτόνων	Cosinusregel
Ξιφίας	Zwaardvis
Σινκανσέν	Shinkansen
Canadair CL-415	Canadair CL-415
Ουγγρική Επανάσταση 1956	Hongaarse Opstand
Εμπειρία	Ervaring
Υποθάλαμος	Hypothalamus
Χωρητικότητα (ηλεκτρισμός)	Elektrische capaciteit
Σάιμον Νιούκομπ	Simon Newcomb
Μαλαχίτης	Malachiet
Ογδοηκονταετής Πόλεμος	Tachtigjarige Oorlog
Φανκ	Funk
Θάλασσα Ρος	Rosszee
Αρκάντζελο Κορέλλι	Arcangelo Corelli
Άβα Γκάρντνερ	Ava Gardner
Μαρία Θηρεσία της Νάπολης και της Σικελίας	Maria Theresia van Bourbon-Sicilië (1772-1807)
Τζορτζ Μπεστ	George Best
Μομπούτου Σέσε Σέκο	Mobutu Sese Seko
Αλφρέδο Ντι Στέφανο	Alfredo Di Stéfano
Ρουπία (αποσαφήνιση)	Roepie
Σέρτζιο Λεόνε	Sergio Leone
Υποκείμενο (γραμματική)	Onderwerp (taalkunde)
Σημαία της Λαϊκής Δημοκρατίας του Κονγκό	Vlag van Congo-Kinshasa
Εθνική Γερμανίας (καλαθοσφαίριση ανδρών)	Duits basketbalteam
Αριστερά (πολιτική)	Links (politiek)
Earth Song	Earth Song
Born This Way	Born This Way (album)
Virtual Boy	Virtual Boy
Λογοκλοπή	Plagiaat
Χακάμα	Hakama
Μακότο Χασέμπε	Makoto Hasebe
Μεγάλη πυρκαγιά του Λονδίνου	Grote brand van Londen
Μαξ Μπέκμαν	Max Beckmann
Χανς Μπάλντουνγκ Γκριν	Hans Baldung
Πίνακας μεταλλίων Θερινών Ολυμπιακών Αγώνων 2012	Medaillespiegel van de Olympische Zomerspelen 2012
2046 (ταινία)	2046 (film)
Η Σκοπιά	De Wachttoren
Όλγα Κιριλένκο	Olga Kurylenko
Χάτζι Μοχάμεντ Αμίν αλ Χουσέινι	Amin al-Hoesseini
Αλεξάνταρ Ράνκοβιτς	Aleksandar Ranković (politicus)
Αλέξανδρος Μπλοκ	Aleksandr Blok
Μικρόλιθοι	Microliet
Ιός Ρότα	Rotavirus
Άστον Κούτσερ	Ashton Kutcher
Πάουλο Φρέιρε	Paulo Freire
Συμβολισμός	Symbolisme
Φεστιβάλ Γούντστοκ	Woodstock (muziekfestival)
Γκαγκαουζία	Gagaoezië
Τζιρόλαμο Σαβοναρόλα	Girolamo Savonarola
Εθνόσημο της Εσθονίας	Wapen van Estland
Ακτινίδιο	Actinidia
Φαϊμαλάγκα Λούκα	Faimalaga Luka
Άντολφ φον Μέντσελ	Adolph Menzel
Ο Άρχοντας των Δαχτυλιδιών: Οι Δύο Πύργοι	The Lord of the Rings: The Two Towers
Όλιβερ Τουίστ	Oliver Twist
Εκστρατεία της Καλλίπολης	Slag om Gallipoli
Αστρολάβος	Astrolabium
Ενρίκο Μπερλινγκουέρ	Enrico Berlinguer
Τάγμα των Φραγκισκανών	Franciscanen
Γερμανική Νέα Γουινέα	Duits-Nieuw-Guinea
Ιμπραχίμ Αφελάι	Ibrahim Afellay
Νίκη (μυθολογία)	Nikè
Φάγος	Bacteriofaag
Δουκάτο της Πάρμα	Hertogdom Parma en Piacenza
Θερμοκήπιο	Kas (gebouw)
Γολοντομόρ	Holodomor
Οι Ιστορίες του Μπιντλ του Βάρδου	De Vertelsels van Baker de Bard
Παράλλαξη (αστρονομία)	Parallax
Angry Birds	Angry Birds (computerspelserie)
Κυψέλη	Bijenkorf (voorwerp)
Στεφάν Εσέλ	Stéphane Hessel
Ποπ Κορν	Popcorn (voedsel)
Ιππίδες	Paardachtigen
Κερασιά (φυτό)	Zoete kers
Εθνική Ελβετίας (ποδόσφαιρο ανδρών)	Zwitsers voetbalelftal
100 Bullets	100 Bullets
Βασίλειο της Σαρδηνίας	Koninkrijk Sardinië
Ευρώπη (μυθολογία)	Europa (mythologie)
Παντζάρι	Biet
Avenged Sevenfold	Avenged Sevenfold
Διεπαφή προγραμματισμού εφαρμογών	Application programming interface
Κυρηναϊκή	Cyrenaica
Τσίλι	Chilipeper
Μέριδα (Μεξικό)	Mérida (Yucatán)
Κιμ Γιονγκ-Σαμ	Kim Young-sam
Ρόμπερτ Ντάουνι Τζούνιορ	Robert Downey jr.
Σημαία της Σοβιετικής Ένωσης	Vlag van de Sovjet-Unie
Κάρτα δικτύου	Netwerkkaart
Βόσνιοι	Bosniërs
Τιρκουάζ	Turkoois (mineraal)
Λόπε δε Βέγα	Lope de Vega (schrijver)
Λανς (Πα-ντε-Καλαί)	Lens (Frankrijk)
Ζακ Πρεβέρ	Jacques Prévert
Λούτσος των ποταμών	Snoek
Λουδοβίκος Η΄ της Γαλλίας	Lodewijk VIII van Frankrijk
Υπερβολή (γεωμετρία)	Hyperbool (meetkunde)
Έγκλημα και τιμωρία	Misdaad en straf
Οστεοπόρωση	Osteoporose
Τερεζίνα	Teresina (gemeente)
Αμπύς	Abyss (worstelaar)
Τορπίλη	Torpedo (wapen)
Μουσείο Άννας Φρανκ	Anne Frank Huis
Μετάπτωση (γλωσσολογία)	Ablaut
Ροζ τρίγωνο	Roze driehoek
Μπανταχσάν (περιοχή)	Badachsjan (provincie)
Αλς	Als (eiland)
Έγκλημα στο Γκόσφορντ Παρκ	Gosford Park
Ααβόρα	Oliepalm
Περιφέρεια Δυτικής Μακεδονίας	West-Macedonië
Πλέβεν	Pleven (stad)
Ζακλίν Μπουβιέ Κένεντι Ωνάση	Jacqueline Kennedy Onassis
Φράνσισταουν	Francistown
Ναυμαχία της Ναυπάκτου (1571)	Slag bij Lepanto
Έμβλημα της Γαλλικής Δημοκρατίας	Embleem van Frankrijk
Εξαερωτήρας	Carburateur
Assembly (γλώσσα προγραμματισμού)	Assembleertaal
Νταουλαγκίρι	Dhaulagiri
Τικρίτ	Tikrit
Plantain	Bakbanaan
Τζίμι Πέιτζ	Jimmy Page
Αντιμεταθετική ιδιότητα	Commutativiteit
Άγιος Πατρίκιος	Patricius
Νήσοι Μεγάλες Σούνδες	Grote Soenda-eilanden
Αχμέτ Νετζντέτ Σεζέρ	Ahmet Sezer
Αδδάν	Azan
Νουτ	Noet
Εξίσωση Σρέντινγκερ	Schrödingervergelijking
Σημαία της Γουινέας	Vlag van Guinee
Βαρόνος	Baron (titel)
Εθνόσημο της Ρωσίας	Wapen van Rusland
Αργοναύτες	Argonauten
Γιούαν ΜακΓκρέγκορ	Ewan McGregor
Τόμπι Μαγκουάιρ	Tobey Maguire
Μέμφις Γκρίζλις	Memphis Grizzlies
Κάρλο Γκολντόνι	Carlo Goldoni
Σημαία της Βενεζουέλας	Vlag van Venezuela
Σημαία του Ισημερινού	Vlag van Ecuador
Σημαία του Κουβέιτ	Vlag van Koeweit
15η Ένοπλη Μεραρχία Γρεναδιέρων των SS (1η Λετονική)	15. Waffen-Grenadier-Division der SS (lettische Nr. 1)
Σημαία του Ομάν	Vlag van Oman
Σημαία της Μογγολίας	Vlag van Mongolië
Ρόμπερτ Λη	Robert E. Lee
Πάπας Βονιφάτιος Θ΄	Paus Bonifatius IX
Αναβαπτιστές	Anabaptisme
Κασσίνι- Χόιχενς	Cassini-Huygens
Λεύκιππος	Leucippus
Κρυφή μνήμη	Cache (tijdelijk geheugen)
Χερσόνησος Κόλα	Kola (schiereiland)
Ροπή αδράνειας	Traagheidsmoment
Η Εκλογή της Σόφι	Sophie's Choice (film)
Σκόνη	Stof (deeltjes)
Σημαία της Κιργιζίας	Vlag van Kirgizië
Βιολογική καλλιέργεια	Biologische landbouw
Φάνι και Αλέξανδρος	Fanny en Alexander
Βεατρίκη της Υόρκης	Beatrice van York
Ξυλόφωνο	Xylofoon
Ιατζουντίν Αχμέτ	Iajuddin Ahmed
Μικροελεγκτής	Microcontroller
Άλμα εις ύψος	Hoogspringen
Ευγενία της Υόρκης	Eugenie van York
Ο Πόλεμος των Άστρων: Επεισόδιο 1 - Η Αόρατη Απειλή	Star Wars: Episode I: The Phantom Menace
Ινστιτούτο Θερβάντες	Cervantesinstituut
Βαλκανικοί πόλεμοι	Balkanoorlogen
Der er et Yndigt Land	Der er et yndigt land
Συνθήκη του Βουκουρεστίου (1918)	Vrede van Boekarest (1918)
Εθνόσημο του Ηνωμένου Βασιλείου	Wapen van het Verenigd Koninkrijk
Πριγκιπάτο του Βαλντέκ	Vorstendom Waldeck-Pyrmont
Λομπάτσε	Lobatse
Πηνελόπη	Penelope
Σημαία της Κεντροαφρικανικής Δημοκρατίας	Vlag van de Centraal-Afrikaanse Republiek
