ทวีปแอฟริกา	Afrika
มณฑลซานซี	Shanxi
ฟุตบอลโลก 1982	Wereldkampioenschap voetbal 1982
ฟุตบอลโลก 1986	Wereldkampioenschap voetbal 1986
อัลกาลาเดเอนาเรส	Alcalá de Henares
ฟุตบอลโลก 1978	Wereldkampioenschap voetbal 1978
การปฏิวัติตูนิเซีย	Jasmijnrevolutie
สายการบิน	Luchtvaartmaatschappij
พ.ศ. 412	132 v.Chr.
พ.ศ. 374	170 v.Chr.
พ.ศ. 387	157 v.Chr.
พ.ศ. 433	111 v.Chr.
พ.ศ. 430	114 v.Chr.
พ.ศ. 324	220 v.Chr.
พ.ศ. 381	163 v.Chr.
พ.ศ. 382	162 v.Chr.
พ.ศ. 264	280 v.Chr.
พ.ศ. 410	134 v.Chr.
เอสโป	Espoo
แก้ม	Wang (anatomie)
ความหลากหลายทางชีวภาพ	Biodiversiteit
ลูกบาศก์ของรูบิค	Rubiks kubus
แซ็ง-เดอนี (เรอูว์นียง)	Saint-Denis (Réunion)
เขตอิรวดี	Ayeyarwady
โอวลุ	Oulu (stad)
ฟุตบอลทีมชาติเนเธอร์แลนด์	Nederlands voetbalelftal
พรีออน	Prion
ชะวากทะเล	Estuarium
ไอศวรรยา ราย	Aishwarya Rai
หินแปร	Metamorf gesteente
สีน้ำตาล	Bruin
ความเชื่อหลักของอณูชีววิทยา	Centraal dogma van de moleculaire biologie
.vg	.vg
โอห์ม	Ohm (eenheid)
อาร์เธอร์ ซี. คลาร์ก	Arthur C. Clarke
รอยเลื่อน	Breuk (geologie)
การข่มขืนกระทำชำเรา	Verkrachting
มณฑลกุ้ยโจว	Guizhou
ดาวกระจาย (อาวุธ)	Shuriken
เบน สติลเลอร์	Ben Stiller
เอนรีเก อีเกลเซียส	Enrique Iglesias
ต้นคริสต์มาส	Kerstboom
ชาลง-อ็อง-ช็องปาญ	Châlons-en-Champagne
เองการ์นาซีออง (ปารากวัย)	Encarnación
สลอบอดัน มีลอเชวิช	Slobodan Milošević
พราหมณ์	Brahmaan
ทะเลทรายอาตากามา	Atacama (woestijn)
สมเด็จพระสันตะปาปาลินุส	Paus Linus
ส่วนต่อประสานกับผู้ใช้	Gebruikersomgeving
สมเด็จพระสันตะปาปาซิลเวสเตอร์ที่ 1	Paus Silvester I
แมรี เชลลีย์	Mary Shelley
ยุคไทรแอสซิก	Trias
วิทรูเวียส	Vitruvius (architect)
แซนตามอนิกา (รัฐแคลิฟอร์เนีย)	Santa Monica (Californië)
รางวัลเพื่อระลึกถึงอัลเฟรด โนเบล สาขาเศรษฐศาสตร์	Prijs van de Zweedse Rijksbank voor economie
พ.ศ. 326	218 v.Chr.
พ.ศ. 426	118 v.Chr.
พ.ศ. 406	138 v.Chr.
งานประกาศผลรางวัลออสการ์ ครั้งที่ 56	56ste Oscaruitreiking
พ.ศ. 409	135 v.Chr.
พ.ศ. 416	128 v.Chr.
พ.ศ. 274	270 v.Chr.
แฮร์รี่ พอตเตอร์กับห้องแห่งความลับ	Harry Potter en de Geheime Kamer (boek)
วอร์เรน บัฟเฟตต์	Warren Buffett
คอนโดลีซซา ไรซ์	Condoleezza Rice
การดื้อแพ่ง	Burgerlijke ongehoorzaamheid
แท็กซี่มหากาฬ	Taxi Driver
วันเกิด	Verjaardag
กามสูตร	Kamasutra
อันเดรย์ อาร์ชาวิน	Andrej Arsjavin
โอดิสเซียส	Odysseus
.pr	.pr
เอลฟรีเดอ เยลิเนค	Elfriede Jelinek
อาหารจีน	Chinese keuken
สแตน มาร์ช	Stan Marsh
คลอโรพลาสต์	Bladgroenkorrel
เคปเลอร์-10บี	Kepler-10b
ครึ่งชีวิต	Halveringstijd
ยานอวกาศเคปเลอร์	Kepler Space Observatory
ระบบประสาทกลาง	Centraal zenuwstelsel
กลีเซอ 581 ดี	Gliese 581 d
ศาสนาอับราฮัม	Abrahamitische religies
ออช	Osj (stad)
โรเบิร์ต รอดริเกซ	Robert Rodriguez
เจ. เจ. ทอมสัน	Joseph John Thomson
เอริช มาเรีย เรอมาร์ค	Erich Maria Remarque
เคปเลอร์-22บี	Kepler-22b
ทหารม้า	Cavalerie
กฎสัดส่วนพหุคูณ	Wet van de multiple proporties
จิ้งหรีด	Krekels
พ.ศ. 257	287 v.Chr.
ไคล์ โบรลอฟสกี	Kyle Broflovski
พ.ศ. 328	216 v.Chr.
พ.ศ. 244	300 v.Chr.
พิธีสารเกียวโต	Kyoto-protocol
มารี อ็องตัวแน็ต	Marie Antoinette van Oostenrijk
ฮาร์ป	Harp (tokkelinstrument)
สมัชชาใหญ่แห่งสหประชาชาติ	Algemene Vergadering van de Verenigde Naties
มิลตัน ฟรีดแมน	Milton Friedman
กรีนเบย์	Green Bay (Brown County, Wisconsin)
ธนบัตร	Bankbiljet
เอ็ดมันด์ ฮัลเลย์	Edmond Halley
พ.ศ. 386	158 v.Chr.
พ.ศ. 417	127 v.Chr.
เอ็ด ชีแรน	Ed Sheeran
พ.ศ. 427	117 v.Chr.
พ.ศ. 391	153 v.Chr.
พ.ศ. 419	125 v.Chr.
พ.ศ. 436	108 v.Chr.
พ.ศ. 420	124 v.Chr.
อาลัมบรา	Alhambra (fort)
สวามีวิเวกานันทะ	Vivekananda
พอล ดิแรก	Paul Dirac
ซากุนโต	Sagunto
ศาลอาญาระหว่างประเทศ	Internationaal Strafhof
วันแม่	Moederdag
คอมไพเลอร์	Compiler
กรดน้ำส้ม	Azijnzuur
ลำธาร	Beek (watergang)
เรดาร์	Radar
เทพอานูบิส	Anubis (god)
พ.ศ. 323	221 v.Chr.
องค์กรความร่วมมืออิสลาม	Organisatie van de Islamitische Samenwerking
ทะเลนอร์วีเจียน	Noorse Zee
บิกตอร์ บัลเดส	Víctor Valdés
ทิเชียน	Titiaan
ทอรูน	Toruń
เศรษฐศาสตร์การเมือง	Politieke economie
ภูเขาน้ำแข็ง	IJsberg
อาร์แซน แวงแกร์	Arsène Wenger
จำนวนฟีโบนัชชี	Rij van Fibonacci
เอแอลเอช 84001	ALH 84001
สถาปัตยกรรมไบแซนไทน์	Byzantijnse architectuur
เบเลง	Belém (Pará)
แฮร์รี่ พอตเตอร์กับนักโทษแห่งอัซคาบัน	Harry Potter en de Gevangene van Azkaban (boek)
ภาษาสอบถามเชิงโครงสร้าง	SQL
เอฟิซัส	Efeze
หลอดไส้ร้อนแบบธรรมดา	Gloeilamp
นาดีน กอร์ดิเมอร์	Nadine Gordimer
พ.ศ. 314	230 v.Chr.
พ.ศ. 249	295 v.Chr.
ทะเลอันดามัน	Andamanse Zee
พ.ศ. 268	276 v.Chr.
พ.ศ. 340	204 v.Chr.
พ.ศ. 256	288 v.Chr.
วีนัส (เทพปกรณัม)	Venus (mythologie)
หมู่โลหิต	Bloedgroep
แคเธอรีน ซีตา-โจนส์	Catherine Zeta-Jones
แบล็กแซ็บบาธ	Black Sabbath
สุสานจักรพรรดิฉินที่ 1	Terracottaleger
อเมริโก เวสปุชชี	Amerigo Vespucci (persoon)
หนังสือโยชูวา	Jozua (boek)
บาบิโลเนีย	Babylonië
รูดอล์ฟ คริสตอฟ ออยเคิน	Rudolf Christoph Eucken
ทะเลทรายคาลาฮารี	Kalahari
เดอะ ก็อดฟาเธอร์	The Godfather
กลุ่มอาการดาวน์	Syndroom van Down
เป๊ปซี่	Pepsi
ปรัมบานัน	Prambanan
บรอกโคลี	Broccoli
งานอดิเรก	Hobby
ฟุตบอลโลก 2002	Wereldkampioenschap voetbal 2002
ญิบรอน เคาะลีล ญิบรอน	Khalil Gibran
มุสลิม	Moslim
สมเด็จพระสันตะปาปาเอวาริสตุส	Paus Evaristus
อิมเร เคอร์เตสซ์	Imre Kertész
ฟุตบอลทีมชาติอังกฤษ	Engels voetbalelftal
บลูเรย์	Blu-ray
ฟุตบอลทีมชาติฝรั่งเศส	Frans voetbalelftal
ซาฮา ฮาดิด	Zaha Hadid
แนวคิดหลังยุคนวนิยม	Postmodernisme
บาดทะยัก	Tetanus
คอสแซค	Kozakken
.tf	.tf
เอลอายูน	Al-Ajoen
ซูสีไทเฮา	Cixi (keizerin)
ภูมิสถาปัตยกรรม	Landschapsarchitectuur
นะโอะโตะ คัง	Naoto Kan
ประติภา ปาฏีล	Pratibha Patil
มิดเวย์อะทอลล์	Midway (eiland)
อาร์มาดิลโล	Gordeldieren
กรีนเดย์	Green Day
ร็อบบี วิลเลียมส์	Robbie Williams
ซิด วิเชียส	Sid Vicious
ไพ่ป๊อก	Speelkaart
พ.ศ. 882	339
พ.ศ. 883	340
ไนเมเคิน	Nijmegen
ธงชาติฟินแลนด์	Vlag van Finland
จังหวัดมิยะงิ	Miyagi (prefectuur)
แพรีส ฮิลตัน	Paris Hilton
มารีโอ มอนตี	Mario Monti
แฮร์มันน์ เกอริง	Hermann Göring
แรดอินเดีย	Indische neushoorn
มะเร็งปอด	Longkanker
หน่วยสืบราชการลับ	Geheime dienst
ลัคเนา	Lucknow (stad)
พ.ศ. 897	354
ละครสัตว์	Circus (attractie)
พ.ศ. 899	356
พ.ศ. 901	358
การ์โลส เบลา	Carlos Vela
พ.ศ. 904	361
กระแสน้ำแลบราดอร์	Labradorstroom
พ.ศ. 906	363
นอร์ทเวสต์อิงแลนด์	North West England
พ.ศ. 907	364
มณฑลส่านซี	Shaanxi
นอร์ทอีสต์อิงแลนด์	North East England
อีสต์มิดแลนส์	East Midlands
พ.ศ. 911	368
อีสต์ออฟอิงแลนด์	East of England
พ.ศ. 912	369
พ.ศ. 913	370
ออนซ์ (หน่วยมวล)	Ons (massa)
เซาท์อีสต์อิงแลนด์	South East England
พ.ศ. 914	371
เซาท์เวสต์อิงแลนด์	South West England
แม่แบบ:คอมมอนส์-หมวดหมู่	Sjabloon:Commonscat
เวสต์มิดแลนส์ (ภาค)	West Midlands (regio)
พ.ศ. 919	376
พ.ศ. 920	377
พ.ศ. 921	378
ยอร์กเชอร์และฮัมเบอร์	Yorkshire and the Humber
พ.ศ. 926	383
พ.ศ. 927	384
ภาคของอังกฤษ	Regio's van Engeland
พ.ศ. 931	388
พ.ศ. 932	389
พ.ศ. 933	390
พ.ศ. 934	391
พ.ศ. 935	392
พ.ศ. 936	393
พ.ศ. 937	394
พ.ศ. 938	395
พ.ศ. 939	396
พ.ศ. 940	397
เยื่อหุ้มสมองอักเสบ	Hersenvliesontsteking
พ.ศ. 941	398
เอาแฟร์ชตันเดินเอาส์รูอีเนิน	Auferstanden aus Ruinen
พ.ศ. 942	399
สนามกีฬาซิตีออฟแมนเชสเตอร์	Etihad Stadium
ธงชาติเยอรมนี	Vlag van Duitsland
ไกเกอร์มูลเลอร์เคาน์เตอร์	Geigerteller
มาร์คุส วิพซาเนียส อกริพพา	Marcus Vipsanius Agrippa
แผ่นดินศักดิ์สิทธิ์	Heilige Land
พ.ศ. 247	297 v.Chr.
อันดับปลาฉลามครีบดำ	Grondhaaien
พ.ศ. 214	330 v.Chr.
วิกิพีเดียภาษาเยอรมัน	Duitstalige Wikipedia
งูจงอาง	Koningscobra
อีริค แคลปตัน	Eric Clapton
อัศวินทิวทอนิก	Duitse Orde
วงศ์ปลาฉลามครีบดำ	Requiemhaaien
ฟรีเดก-มีสเตก	Frýdek-Místek
สเต็มเซลล์	Stamcel
รายพระนามพระมหากษัตริย์เดนมาร์ก	Lijst van koningen van Denemarken
ชาวซามิ	Samen (volk)
จดหมายของนักบุญเปาโลถึงชาวโรม	Brief van Paulus aan de Romeinen
ตะวันออกใกล้	Nabije Oosten
พ.ศ. 251	293 v.Chr.
ราล์ฟ วอลโด เอเมอร์สัน	Ralph Waldo Emerson
วงศ์บอน	Aronskelkfamilie
อีดี้ อามิน	Idi Amin
ลัทธิสโตอิก	Stoa
23	23 (getal)
ไมน์คัมพฟ์	Mein Kampf
สงครามหมู่เกาะฟอล์กแลนด์	Falklandoorlog
ดนีโปรเปตรอฟสค์	Dnjepropetrovsk
ดิก ชีนีย์	Dick Cheney
เอกซ์บอกซ์ 360	Xbox 360
ฟีโดรา	Fedora
สหภาพนานาชาติเพื่อการอนุรักษ์ธรรมชาติและทรัพยากรธรรมชาติ	International Union for Conservation of Nature and Natural Resources
แอดัมส์ทาวน์	Adamstown (Pitcairneilanden)
.pn	.pn
เพศภาวะ	Gender (sekse)
เมเดยิน	Medellín (Colombia)
พ.ศ. 224	320 v.Chr.
นักเรียน	Student
ยูลิยา ทีโมเชนโก	Joelia Tymosjenko
